Filter;;;;;;;;;
Datum von:;06.03.2016;;;;;;;;
Datum bis:;06.03.2016;;;;;;;;
Stand:;07.03.2016 16:51:32;;;;;;;;
;;;;;;;;;
Zugnummer;Linie;Betriebstag;Ursachencode;Ursachen Bezeichnung;Ort;Ort Bezeichung;Uhrzeit;Verspätungsminuten;Verursacher Zugnr.
6499;S4BY+;06.03.2016;57;Keine Meldung durch EVU;MGB;Grafing Bahnhof;20:05:00;3;6499
79587;MER3+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBRM;Bruckmühl;20:05:00;4;79586
84209;AG1+;06.03.2016;94;Anschluss;NRH;Regensburg Hbf;20:05:00;4;
3033;RE53+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHR O;Hersbruck (rechts Pegnitz) Ost;20:06:00;2;3415
58863;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NF  G;Fürth (Bay) Gbf;20:06:00;1;78686
22345;RE3S-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TRI;Riedlingen;20:07:00;5;
22837;RB8-;06.03.2016;93;Wende;TAU;Aulendorf;20:07:00;4;22836
57978;;06.03.2016;94;Anschluss;MA;Augsburg Hbf;20:07:00;4;57042
57914;;06.03.2016;94;Anschluss;MBU;Buchloe;20:08:00;2;
84371;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MNFG;Neuoffingen;20:09:00;2;
22563;RB5-;06.03.2016;54;Verkehrliche Zugvorbereitung;TLL;Langenau (Württ);20:10:00;10;22563
3294;SF7BY+;06.03.2016;95;Flügeln;MIMS;Immenstadt;20:10:00;2;
27072;;06.03.2016;50;Haltezeitüberschreitung;MSDG;Schwindegg;20:11:00;2;27072
4042;;06.03.2016;93;Wende;MIH;Ingolstadt Hbf;20:11:00;6;4039
57042;;06.03.2016;64;Triebfahrzeuge;MA;Augsburg Hbf;20:12:00;5;86552
58130;;06.03.2016;94;Anschluss;NAN;Ansbach;20:12:00;2;2060
3436;RB44-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHR;Hersbruck (rechts Pegnitz);20:13:00;4;
27385;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGB;Grafing Bahnhof;20:14:00;4;6499
22345;RE3S-;06.03.2016;60;Umlauf-Einsatzplanung;TRC;Rechtenstein;20:15:00;2;22345
59699;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MIH;Ingolstadt Hbf;20:15:00;5;881
3299;SF7BY-;06.03.2016;61;Zugbildung durch EVU;MKP;Kempten (Allgäu) Hbf;20:16:00;5;3299
8607;S6BY+;06.03.2016;50;Haltezeitüberschreitung;MST;Starnberg;20:16:00;2;8607
39282;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRTD;Rottendorf;20:18:00;2;
59467;RE12+;06.03.2016;84;Behörden;MWH;Weilheim (Oberbay);20:19:00;7;
4626;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NLO;Lohr Bahnhof;20:20:00;4;
22540;RE/RB5+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TTL;Thalfingen (b Ulm);20:21:00;2;22563
3573;RE54+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);20:22:00;4;3033
58865;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NMER;Markt Erlbach;20:22:00;4;
27637;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NST;Straubing;20:23:00;2;
4237;IRE6+;06.03.2016;84;Behörden;TP;Plochingen;20:23:00;6;
57042;;06.03.2016;64;Triebfahrzeuge;MAOB;Augsburg-Oberhausen;20:23:00;8;57042
57420;;06.03.2016;51;Antrag EVU;MH;München Hbf;20:23:00;3;4865
8401;S4BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGB;Grafing Bahnhof;20:23:00;3;
3698;RE21+;06.03.2016;57;Keine Meldung durch EVU;NOKP;Oberkotzau;20:24:00;2;3698
4088;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MH;München Hbf;20:26:00;2;
22342;RE3S+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TMG;Mengen;20:27:00;2;3263
27634;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRA;Radldorf (Niederbay);20:27:00;3;84209
58132;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTL;Treuchtlingen;20:28:00;3;
23396;RE782+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen Betriebsführung);NSUZ;Sulzbach (Main);20:29:00;3;
27495;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTS;Traunstein;20:29:00;3;110
4042;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);20:29:00;2;
4995;RE42-;06.03.2016;31;Bauarbeiten;UZE;Zeutsch;20:29:00;2;
4694;;06.03.2016;51;Antrag EVU;NBA;Bamberg;20:30:00;4;4694
58129;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTL;Treuchtlingen;20:31:00;2;
4797;;06.03.2016;94;Anschluss;NHO;Hof Hbf;20:32:00;2;3698
3294;SF7BY+;06.03.2016;57;Keine Meldung durch EVU;MRTA;Röthenbach (Allgäu);20:33:00;2;3294
4215;IRE6+;06.03.2016;24;Bahnübergangssicherungsanlagen;TLW S;Lauph Kurve Süd;20:33:00;7;
4995;RE42-;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;20:34:00;3;
27173;;06.03.2016;50;Haltezeitüberschreitung;MMF;Mühldorf (Oberbay);20:35:00;2;27173
59462;RE12-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMU;Murnau;20:35:00;4;59467
84145;ALXS-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MP  W;München-Pasing West;20:35:00;3;
3217;IRE3-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TSIG;Sigmaringen;20:36:00;4;22342
81028;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHO;Hof Hbf;20:37:00;2;4797
22543;RE/RB5-;06.03.2016;50;Haltezeitüberschreitung;TA;Aalen;20:38:00;3;22543
27073;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MSB;Markt Schwaben;20:38:00;2;27072
57196;;06.03.2016;57;Keine Meldung durch EVU;MH;München Hbf;20:38:00;2;57196
8308;S3BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHO;Holzkirchen;20:39:00;3;
19928;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;20:40:00;3;1580
57320;;06.03.2016;64;Triebfahrzeuge;MSTW;Meitingen Stahlwerk;20:40:00;2;57042
79781;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NROD;Roding;20:40:00;3;350
84123;ALXN-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRH;Regensburg Hbf;20:40:00;2;
8408;S4BY-;06.03.2016;64;Triebfahrzeuge;MGB;Grafing Bahnhof;20:41:00;2;
4627;RE60FR-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;FFS A;Frankfurt (Main) Süd Abstellbahnhof;20:42:00;2;
4813;RE40FR-;06.03.2016;51;Antrag EVU;NBA;Bamberg;20:42:00;4;4813
57418;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TLK;Leutkirch;20:42:00;3;22837
79090;MER2-;06.03.2016;50;Haltezeitüberschreitung;MRO;Rosenheim;20:43:00;11;41882
27634;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NST;Straubing;20:44:00;2;
4042;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NALB;Allersberg (Rothsee);20:45:00;2;
27131;;06.03.2016;64;Triebfahrzeuge;MMF;Mühldorf (Oberbay);20:46:00;9;27131
58810;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NJB;NJB;20:46:00;3;
8205;S2BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MSB;Markt Schwaben;20:46:00;3;27072
84118;ALXN+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MH;München Hbf;20:46:00;2;
20884;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NHO;Hof Hbf;20:48:00;4;
79090;MER2-;06.03.2016;50;Haltezeitüberschreitung;MGKU;Großkarolinenfeld                  (Üst);20:48:00;2;41882
3570;SF3BY+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);20:49:00;5;
59161;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MBAE;Baar-Ebenhausen                  (Plang);20:49:00;2;
79489;MER2+;06.03.2016;50;Haltezeitüberschreitung;MBB;Brannenburg;20:49:00;2;43809
94374;;06.03.2016;61;Zugbildung durch EVU;NRH;Regensburg Hbf;20:49:00;3;94374
3244;RB7-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TMAN;Friedrichshafen-Manzell;20:51:00;5;3053
8913;S1ABY-;06.03.2016;93;Wende;MFHT;München Flughafen Terminal;20:52:00;2;
57516;RE36+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MBU;Buchloe;20:53:00;3;
58233;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;20:53:00;6;2903
58233;;06.03.2016;64;Triebfahrzeuge;NWH;Würzburg Hbf;20:53:00;5;1685
29378;;06.03.2016;19;Sonstiges Betrieb Netz;NBA;Bamberg;20:55:00;2;
84123;ALXN-;06.03.2016;31;Bauarbeiten;NKOE;Köfering;20:56:00;1;
59594;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MBKG;Bad Kohlgrub;20:57:00;2;
22737;RB7+;06.03.2016;94;Anschluss;TF;Friedrichshafen Stadt;20:58:00;5;3053
58133;;06.03.2016;64;Triebfahrzeuge;NWH;Würzburg Hbf;20:58:00;17;58133
4627;RE60FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;FH  S;Hanau Südseite;20:59:00;2;25148
57327;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MDT;Donauwörth;21:01:00;2;
58073;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NWH;Würzburg Hbf;21:01:00;3;
57046;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MH;München Hbf;21:02:00;2;1141
4235;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MLI;Lindau Hbf;21:03:00;2;3294
8706;S7BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHP;München Heimeranplatz;21:03:00;3;86
8709;S7BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHP;München Heimeranplatz;21:03:00;1;
27136;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMK;Marktl;21:05:00;4;27131
8313;S3BY+;06.03.2016;57;Keine Meldung durch EVU;MMAM;Mammendorf;21:05:00;2;8313
84116;ALXN+;06.03.2016;50;Haltezeitüberschreitung;NSCH;Schwandorf;21:05:00;2;84116
84123;ALXN-;06.03.2016;31;Bauarbeiten;MEGM;Eggmühl;21:05:00;2;
4866;RE2BY+;06.03.2016;31;Bauarbeiten;MEGM;Eggmühl;21:06:00;5;
22868;RB8B+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MM;Memmingen;21:07:00;4;
84211;AG1+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NROS;Burgweinting;21:07:00;2;
8609;S6BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMDN;München Donnersbergerbrücke;21:07:00;2;
57654;;06.03.2016;94;Anschluss;MM;Memmingen;21:09:00;4;
57655;;06.03.2016;94;Anschluss;MM;Memmingen;21:09:00;3;
8211;S2BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMDN;München Donnersbergerbrücke;21:09:00;2;8609
350;ALXNP-;06.03.2016;54;Verkehrliche Zugvorbereitung;NSCH;Schwandorf;21:10:00;4;350
8207;S2BY+;06.03.2016;57;Keine Meldung durch EVU;MSB;Markt Schwaben;21:10:00;2;8207
57535;RE31-;06.03.2016;94;Anschluss;MM;Memmingen;21:11:00;4;
84147;ALXS-;06.03.2016;57;Keine Meldung durch EVU;MKP;Kempten (Allgäu) Hbf;21:11:00;2;84147
27639;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NSNH;Sand (Niederbay) Hafen;21:12:00;2;
58234;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NF  G;Fürth (Bay) Gbf;21:12:00;2;
58860;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NSDF;Siegelsdorf;21:12:00;2;
79589;MER3+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MBAI;Bad Aibling;21:12:00;2;
3399;RE37+;06.03.2016;93;Wende;MLI;Lindau Hbf;21:13:00;6;3294
4629;RE60FR-;06.03.2016;50;Haltezeitüberschreitung;FF;Frankfurt (Main) Hbf;21:13:00;5;1073
4628;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNAN;Nantenbach;21:15:00;3;
79090;MER2-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MWTR;München-Waldtrudering;21:15:00;2;41882
86708;;06.03.2016;61;Zugbildung durch EVU;MAI;Aichach;21:15:00;2;86708
3296;SF7BY+;06.03.2016;94;Anschluss;MBU;Buchloe;21:16:00;2;
4867;RE2BY-;06.03.2016;31;Bauarbeiten;NKOE;Köfering;21:16:00;15;
58234;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NF;Fürth (Bay) Hbf;21:16:00;2;522
4866;RE2BY+;06.03.2016;31;Bauarbeiten;NOT;Obertraubling;21:17:00;2;
4629;RE60FR-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;FMST;Frankfurt Main-Neckar-Brücke;21:18:00;3;292
22542;RB5+;06.03.2016;94;Anschluss;TU;Ulm Hbf;21:20:00;4;691
4043;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NRWD;Nürnberg Reichswald;21:20:00;4;727
22346;RB3+;06.03.2016;94;Anschluss;TU;Ulm Hbf;21:21:00;4;691
3897;RE33+;06.03.2016;94;Anschluss;TU;Ulm Hbf;21:21:00;2;691
94487;;06.03.2016;94;Anschluss;MIH;Ingolstadt Hbf;21:21:00;5;
3817;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NOBW;Oberwerrn;21:22:00;1;
22547;RE/RB5-;06.03.2016;60;Umlauf-Einsatzplanung;TGL;Goldshöfe;21:23:00;2;22547
57193;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MH;München Hbf;21:23:00;2;1
57954;;06.03.2016;94;Anschluss;MTHB;Türkheim (Bay) Bahnhof;21:23:00;2;57420
27340;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMF;Mühldorf (Oberbay);21:24:00;2;
57789;RB33M-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MILT;Illertissen;21:25:00;2;57645
58624;RB531-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNKS;Neunkirchen a Sand;21:25:00;2;
27136;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMF;Mühldorf (Oberbay);21:27:00;2;27340
57051;;06.03.2016;93;Wende;MDT;Donauwörth;21:27:00;13;57042
8606;S6BY-;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MST;Starnberg;21:27:00;2;
4626;RE60FR+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;FF;Frankfurt (Main) Hbf;21:28:00;2;1659
27076;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MTMA;Thann-Matzbach;21:29:00;2;
63061;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMF;Mühldorf (Oberbay);21:30:00;2;27136
22624;IRE6-;06.03.2016;94;Anschluss;TF;Friedrichshafen Stadt;21:31:00;3;3248
3249;RB7+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;RLU;Ludwigshafen (Bodensee);21:31:00;2;3244
29364;RE42+;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;21:33:00;3;
4631;RE60FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;FMST;Frankfurt Main-Neckar-Brücke;21:34:00;2;2229
58077;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NJS;Jossa;21:36:00;4;69536
94374;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MND;Neustadt (Donau);21:36:00;3;94487
27176;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMF;Mühldorf (Oberbay);21:37:00;2;72390
3217;IRE3-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TBL;Blaubeuren;21:37:00;2;22346
4631;RE60FR-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;FFS A;Frankfurt (Main) Süd Abstellbahnhof;21:37:00;2;
5498;;06.03.2016;80;Externe Einflüsse nächstes EIU;MPFS;Pfronten-Steinach;21:37:00;4;
22543;RE/RB5-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TLL;Langenau (Württ);21:38:00;2;22542
58233;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NNA;Neustadt (Aisch) Bahnhof;21:38:00;6;729
4869;RE2BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;21:39:00;4;2903
27077;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHLK;Hörlkofen;21:40:00;2;27076
39211;S1FR+;06.03.2016;59;Sonstige verkehrliche Gründe EVU;NF;Fürth (Bay) Hbf;21:40:00;4;39211
58819;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNA;Neustadt (Aisch) Bahnhof;21:40:00;3;729
79748;;06.03.2016;57;Keine Meldung durch EVU;NRH;Regensburg Hbf;21:40:00;2;79748
86888;;06.03.2016;57;Keine Meldung durch EVU;MDS;Deisenhofen;21:41:00;3;86888
27076;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHLK;Hörlkofen;21:42:00;3;27077
59109;;06.03.2016;51;Antrag EVU;NN;Nürnberg Hbf;21:43:00;4;2903
4043;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);21:44:00;3;
4628;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NLA;Laufach;21:44:00;3;
39287;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NRTD;Rottendorf;21:47:00;3;
22547;RE/RB5-;06.03.2016;60;Umlauf-Einsatzplanung;TKS;Königsbronn;21:49:00;1;22547
27396;;06.03.2016;57;Keine Meldung durch EVU;MGB;Grafing Bahnhof;21:49:00;2;27396
58237;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;21:50:00;2;
58275;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRTD;Rottendorf;21:51:00;2;
350;ALXNP-;06.03.2016;31;Bauarbeiten;NKOE;Köfering;21:52:00;0;39668
8919;S1ABY-;06.03.2016;93;Wende;MFHT;München Flughafen Terminal;21:52:00;2;
57244;;06.03.2016;95;Flügeln;MA;Augsburg Hbf;21:53:00;2;57046
63061;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;21:53:00;2;
22346;RB3+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TEH;Ehingen (Donau);21:54:00;2;
84612;;06.03.2016;57;Keine Meldung durch EVU;NBY;Bayreuth Hbf;21:56:00;3;84612
39485;S4FR-;06.03.2016;94;Anschluss;NAN;Ansbach;21:58:00;4;58133
4046;;06.03.2016;50;Haltezeitüberschreitung;MIH;Ingolstadt Hbf;21:58:00;2;4046
4088;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NPL;Plattling;21:59:00;2;56756
84118;ALXN+;06.03.2016;31;Bauarbeiten;MEGM;Eggmühl;22:03:00;5;
22864;RB8A-;06.03.2016;94;Anschluss;TAU;Aulendorf;22:04:00;3;4237
39480;S4FR+;06.03.2016;50;Haltezeitüberschreitung;NAN;Ansbach;22:04:00;2;39480
3575;RE54+;06.03.2016;60;Umlauf-Einsatzplanung;NIR;Irrenlohe;22:05:00;3;3575
58492;;06.03.2016;59;Sonstige verkehrliche Gründe EVU;NF;Fürth (Bay) Hbf;22:05:00;2;58492
86766;;06.03.2016;94;Anschluss;MEB;Eichstätt Bahnhof;22:05:00;2;59166
57841;;06.03.2016;50;Haltezeitüberschreitung;MKFG;Kaufering;22:06:00;2;57841
39677;S2FR+;06.03.2016;50;Haltezeitüberschreitung;NN;Nürnberg Hbf;22:07:00;3;39677
27079;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MH;München Hbf;22:08:00;2;
4866;RE2BY+;06.03.2016;31;Bauarbeiten;NNT;Neumarkt (Oberpf);22:08:00;3;
4869;RE2BY-;06.03.2016;31;Bauarbeiten;NNT;Neumarkt (Oberpf);22:08:00;6;
84213;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRH;Regensburg Hbf;22:08:00;7;2027
39384;S3FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNT;Neumarkt (Oberpf);22:10:00;7;4866
58236;;06.03.2016;93;Wende;NN;Nürnberg Hbf;22:10:00;4;58233
84215;AG1+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNT;Neumarkt (Oberpf);22:10:00;4;4869
39208;S1FR-;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NERB;Erlangen-Bruck;22:11:00;2;
79749;;06.03.2016;94;Anschluss;NSCH;Schwandorf;22:11:00;4;3575
8717;S7BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGOI;Großhesselohe Isartalbahnhof;22:11:00;2;
59315;;06.03.2016;57;Keine Meldung durch EVU;NSBS;Schwarzenbach (Saale);22:12:00;2;59315
79748;;06.03.2016;94;Anschluss;NSCH;Schwandorf;22:12:00;2;3575
79783;;06.03.2016;94;Anschluss;NSCH;Schwandorf;22:12:00;2;3575
3574;SF3BY+;06.03.2016;93;Wende;NSCH;Schwandorf;22:14:00;3;3575
29365;RE40FR-;06.03.2016;64;Triebfahrzeuge;NLF;Lichtenfels;22:15:00;9;29365
39679;S2FR+;06.03.2016;84;Behörden;NRO;Roth;22:15:00;5;39668
79093;MER2+;06.03.2016;31;Bauarbeiten;MGB;Grafing Bahnhof;22:15:00;5;
8617;S6BY+;06.03.2016;84;Behörden;MPLU;Planegg Üst;22:16:00;10;8612
8810;S8BY-;06.03.2016;84;Behörden;MWKR;München-Westkreuz;22:16:00;17;8810
58236;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NJB;NJB;22:17:00;5;
80705;;06.03.2016;31;Bauarbeiten;NGM;Gemünden (Main);22:17:00;6;
8616;S6BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MSTH;München-Steinhausen;22:17:00;2;
22547;RE/RB5-;06.03.2016;60;Umlauf-Einsatzplanung;TSON;Sontheim-Brenz;22:19:00;1;22547
4695;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NJB;NJB;22:19:00;3;58819
80702;;06.03.2016;51;Antrag EVU;NS;Schweinfurt Hbf;22:19:00;5;80702
58819;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;22:21:00;2;1
22349;RE3S-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TSIG;Sigmaringen;22:23:00;5;3265
39484;S4FR+;06.03.2016;51;Antrag EVU;NN;Nürnberg Hbf;22:23:00;2;922
57791;RB33M-;06.03.2016;50;Haltezeitüberschreitung;MILT;Illertissen;22:25:00;2;57791
4627;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;22:26:00;2;
58236;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NFBB;Fürth-Burgfarrnbach;22:27:00;2;
8716;S7BY-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MOP;München Ost Pbf;22:27:00;2;
8819;S8BY+;06.03.2016;84;Behörden;MWKR;München-Westkreuz;22:27:00;7;8617
26486;RB32S+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TU;Ulm Hbf;22:29:00;2;19248
4043;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MRBI;Rohrbach (Ilm);22:29:00;7;1685
8316;S3BY-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MOP;München Ost Pbf;22:29:00;2;8716
3574;SF3BY+;06.03.2016;57;Keine Meldung durch EVU;NAM;Amberg;22:30:00;2;3574
27638;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRA;Radldorf (Niederbay);22:31:00;6;84213
80762;;06.03.2016;95;Flügeln;NEBH;Ebenhausen (Unterfr);22:32:00;2;80702
84118;ALXN+;06.03.2016;61;Zugbildung durch EVU;NRH;Regensburg Hbf;22:33:00;6;84118
27641;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRA;Radldorf (Niederbay);22:34:00;2;
86891;;06.03.2016;95;Flügeln;MHO;Holzkirchen;22:34:00;2;
58236;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NSDF;Siegelsdorf;22:35:00;5;922
3298;SF7BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MA;Augsburg Hbf;22:36:00;4;56440
86941;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHO;Holzkirchen;22:36:00;2;86891
22544;RE/RB5+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TUE;Unterelchingen;22:38:00;2;22547
22547;RE/RB5-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TUE;Unterelchingen;22:39:00;3;22544
4632;;06.03.2016;31;Bauarbeiten;NWH;Würzburg Hbf;22:39:00;4;
57636;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MKMZ;Kellmünz;22:39:00;3;57791
8823;S8BY+;06.03.2016;93;Wende;MWS;Weßling (Oberbay);22:39:00;2;8810
39681;S2FR+;06.03.2016;84;Behörden;NRO;Roth;22:41:00;11;39668
4630;;06.03.2016;31;Bauarbeiten;NHEI;Heigenbrücken;22:41:00;7;
57364;RE32BY+;06.03.2016;94;Anschluss;MBIH;Biessenhofen;22:41:00;5;
79445;MER1+;06.03.2016;95;Flügeln;MRO;Rosenheim;22:41:00;4;79093
8912;S1ABY+;06.03.2016;95;Flügeln;MNF;Neufahrn (b Freising);22:41:00;3;8112
27224;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMF;Mühldorf (Oberbay);22:42:00;2;27221
39668;S2FR-;06.03.2016;84;Behörden;NRO;Roth;22:43:00;73;39668
57657;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MASI;Altenstadt (Iller);22:45:00;2;57636
79447;MER1+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MH;München Hbf;22:46:00;2;27179
8614;S6BY-;06.03.2016;50;Haltezeitüberschreitung;MST;Starnberg;22:46:00;2;8614
4998;;06.03.2016;57;Keine Meldung durch EVU;NPR;Pressig-Rothenkirchen;22:47:00;2;4998
39215;S1FR+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NNSE;Steinbühl;22:48:00;2;
84120;ALXN+;06.03.2016;51;Antrag EVU;MH;München Hbf;22:48:00;4;1288
27137;;06.03.2016;93;Wende;MMF;Mühldorf (Oberbay);22:49:00;2;27221
